copy_id,book_id,branch_id,condition,available
356,470,1,New,0
357,138,2,New,1
358,85,2,Fair,0
359,186,1,New,0
360,192,1,Good,0
361,212,2,Good,1
362,93,1,Fair,1
363,45,2,Fair,1
364,37,2,Good,1
365,85,3,Good,1
366,126,3,Poor,1
367,243,2,New,0
368,334,2,Good,0
369,50,3,New,1
370,232,3,New,0
371,320,3,Good,0
372,281,2,New,0
373,469,2,New,0
374,248,1,New,0
375,51,2,New,1
376,8,3,Fair,0
377,333,2,New,0
378,381,3,New,1
379,377,2,New,0
380,167,1,Good,0
381,305,1,Good,0
382,463,2,Fair,1
383,304,2,New,1
384,338,3,New,0
385,10,2,New,1
386,56,3,New,0
387,266,1,Good,0
388,40,3,Good,0
389,207,1,New,1
390,329,2,New,1
391,29,2,Good,0
392,201,2,Good,1
393,159,1,Fair,1
394,475,2,New,1
395,65,2,New,1
396,464,2,Fair,0
397,488,1,Good,0
398,197,3,Good,0
399,163,2,New,0
400,174,3,New,0
401,385,2,Good,1
402,477,1,Good,1
403,30,1,New,1
404,173,2,New,1
405,31,3,Good,1
406,208,3,Good,0
407,413,3,Good,1
408,111,3,Fair,0
409,265,2,New,1
410,501,2,New,1
411,253,1,Fair,0
412,130,1,Fair,1
413,68,3,New,0
414,202,1,Fair,0
415,47,1,New,1
416,277,3,Good,1
417,220,2,Fair,1
418,351,1,Good,0
419,78,3,Good,1
420,240,3,New,1
421,190,3,New,1
422,154,3,Fair,0
423,109,2,Fair,0
424,44,3,New,1
425,304,3,New,0
426,200,1,New,0
427,82,2,New,1
428,7,3,Good,0
429,44,3,Good,0
430,407,1,Good,0
431,16,2,New,1
432,384,1,Fair,0
433,272,2,New,1
434,416,3,Good,0
435,237,2,Good,1
436,6,2,New,1
437,297,1,New,1
438,34,3,Fair,0
439,141,1,New,1
440,352,1,Good,0
441,180,1,New,0
442,222,1,New,1
443,12,2,New,1
444,473,1,Fair,1
445,403,2,Fair,0
446,448,1,New,1
447,381,3,New,1
448,71,3,Fair,0
449,244,3,Good,0
450,277,3,Good,1
451,408,2,Good,0
452,104,1,Fair,1
453,493,3,New,1
454,294,3,New,0
455,83,3,New,0
456,494,3,Good,0
457,348,1,New,0
458,241,2,New,0
459,171,1,New,0
460,284,1,New,1
461,179,3,New,1
462,356,2,Poor,1
463,449,3,Good,1
464,96,1,Good,0
465,374,3,New,0
466,37,3,Poor,1
467,149,2,Good,0
468,25,2,Fair,0
469,264,3,New,1
470,303,1,Fair,0
471,186,3,Good,1
472,332,1,Good,0
473,239,2,Good,0
474,375,2,New,0
475,62,2,Good,1
476,177,2,Fair,0
477,420,3,New,1
478,75,1,New,1
479,40,3,Fair,1
480,111,1,New,1
481,206,2,Poor,0
482,73,3,Good,1
483,23,2,New,0
484,162,2,New,0
485,168,2,Good,0
486,406,2,Good,1
487,218,1,Good,1
488,118,3,Fair,0
489,179,3,New,1
490,75,2,New,1
491,433,3,Good,1
492,129,3,Fair,1
493,414,2,Fair,1
494,340,1,Good,0
495,436,2,Fair,1
496,169,2,Good,1
497,419,3,Fair,0
498,190,1,Fair,0
499,458,1,Fair,0
500,455,1,New,0
501,244,2,New,0
502,171,3,Good,0
503,172,2,Good,1
504,165,2,New,1
505,208,3,New,0
506,285,2,Good,0
507,22,1,New,1
508,194,2,New,0
509,383,1,Poor,0
510,100,3,Good,0
511,355,2,Good,0
512,167,3,New,0
513,293,1,New,0
514,391,2,Good,1
515,420,1,Good,1
516,449,2,Fair,1
517,354,1,New,0
518,448,2,Poor,1
519,68,3,Good,0
520,359,2,Good,0
521,392,3,Fair,1
522,283,2,New,1
523,78,1,New,0
524,23,3,Good,0
525,88,1,Good,0
526,238,3,Good,1
527,384,2,Good,1
528,263,1,New,1
529,222,3,Good,0
530,244,1,Good,0
531,119,1,Good,1
532,164,2,Good,1
533,212,3,Good,0
534,437,1,New,0
535,106,2,New,0
536,58,3,New,0
537,281,1,Poor,1
538,309,1,Fair,1
539,121,3,Poor,0
540,361,2,Good,0
541,494,3,Poor,1
542,466,1,New,0
543,460,2,Good,1
544,343,3,New,1
545,174,3,Good,1
546,20,2,Fair,1
547,455,3,Fair,0
548,173,2,New,1
549,139,1,Good,0
550,142,1,Fair,1
551,100,1,New,0
552,143,1,Good,0
553,414,1,Good,1
554,295,2,New,0
555,353,1,Fair,0
556,17,1,Fair,1
557,260,1,New,0
558,381,3,New,1
559,428,1,Good,1
560,122,1,New,0
561,37,2,Fair,1
562,249,3,Poor,0
563,208,3,New,0
564,239,1,New,1
565,125,2,Good,0
566,69,3,Good,1
567,267,2,Good,0
568,351,2,New,0
569,175,2,Fair,1
570,254,1,Good,1
571,96,2,New,1
572,39,2,New,1
573,495,1,New,1
574,179,2,Good,1
575,243,3,Good,0
576,68,3,Poor,1
577,208,3,Fair,1
578,465,1,Good,0
579,125,2,New,0
580,343,2,Good,0
581,501,3,New,0
582,402,2,Good,1
583,303,2,Good,1
584,381,1,New,1
585,333,1,Good,0
586,383,1,Poor,0
587,59,2,New,1
588,176,1,New,0
589,480,1,Fair,1
590,489,1,New,0
591,450,3,New,1
592,45,2,New,1
593,423,2,Fair,0
594,320,2,New,0
595,75,3,New,0
596,175,2,Good,0
597,492,1,Good,0
598,331,1,Poor,0
599,404,3,New,0
600,249,1,New,1
601,348,1,New,1
602,178,2,Fair,1
603,12,1,New,0
604,115,2,Good,1
605,368,2,Fair,1
606,100,1,Good,0
607,19,1,Good,1
608,362,1,New,0
609,75,1,New,1
610,347,3,Fair,0
611,145,1,Good,0
612,382,1,Poor,1
613,160,3,Good,1
614,228,2,Fair,0
615,495,3,Fair,1
616,435,1,New,0
617,310,3,New,1
618,457,1,New,0
619,109,1,New,1
620,376,1,Good,0
621,469,2,New,1
622,39,2,Fair,0
623,477,2,New,0
624,333,1,Good,1
625,162,2,Fair,0
626,396,1,New,1
627,252,3,Good,1
628,14,2,Good,0
629,4,2,New,1
630,92,1,New,1
631,484,1,New,1
632,182,3,New,0
633,139,2,Good,0
634,144,2,New,1
635,316,3,Good,1
636,373,3,Poor,0
637,356,2,New,0
638,80,3,New,0
639,158,2,Good,1
640,414,1,Good,0
641,71,1,New,1
642,369,2,Fair,1
643,297,1,New,0
644,472,2,New,0
645,252,1,Good,1
646,451,2,New,0
647,375,1,Good,0
648,40,1,New,0
649,28,2,New,0
650,241,3,Good,0
651,262,1,New,1
652,213,2,Good,0
653,330,2,Fair,0
654,350,2,New,0
655,216,3,Good,1
656,138,3,New,0
657,67,2,Good,0
658,195,3,Fair,1
659,78,3,Good,1
660,153,3,Fair,1
661,213,3,Good,1
662,82,3,Good,0
663,331,3,Fair,0
664,234,2,Fair,0
665,357,1,New,1
666,273,3,Good,1
667,42,1,New,0
668,76,3,Good,1
669,170,2,New,0
670,49,3,Poor,1
671,247,3,Good,0
672,66,1,Good,0
673,484,3,New,1
674,289,3,Good,0
675,282,1,Good,1
676,449,2,New,1
677,166,3,Fair,1
678,120,3,Fair,1
679,188,1,New,0
680,464,3,Fair,1
681,503,3,New,0
682,102,3,New,0
683,9,2,Good,0
684,217,1,Good,1
685,206,1,Good,1
686,48,2,New,0
687,119,3,Fair,0
688,317,1,New,1
689,82,3,Poor,1
690,154,1,Good,1
691,217,2,Good,0
692,396,3,Fair,0
693,275,3,New,0
694,236,1,New,0
695,178,2,New,0
696,128,1,New,0
697,448,2,New,0
698,268,3,Good,1
699,26,2,New,0
700,36,3,Fair,1
701,40,2,New,1
702,314,1,New,0
703,251,3,New,1
704,318,2,Fair,1
705,69,1,Good,0
706,230,3,Good,0
707,76,1,New,1
708,182,1,Fair,1
709,396,3,New,0
710,405,2,Poor,1
711,468,1,Poor,1
712,408,1,New,0
713,211,3,Fair,0
714,201,3,New,1
715,214,1,Good,0
716,271,1,New,0
717,371,2,New,1
718,365,3,New,1
719,337,3,Good,0
720,466,2,Fair,0
721,357,2,New,1
722,345,3,New,1
723,344,1,New,1
724,285,2,Good,0
725,355,1,Good,0
726,369,1,Good,0
727,458,1,New,1
728,256,3,Poor,1
729,6,3,New,1
730,463,2,Good,1
731,248,2,Good,1
732,481,2,Good,1
733,472,2,Good,1
734,133,1,Fair,1
735,13,1,Good,0
736,352,2,Good,0
737,6,2,Fair,1
738,106,1,New,0
739,231,2,New,1
740,342,3,Fair,0
741,229,1,Good,0
742,222,1,Fair,0
743,52,2,New,0
744,13,1,Good,1
745,252,3,New,1
746,145,3,Good,0
747,190,2,Fair,0
748,347,2,Poor,1
749,137,2,Good,0
750,304,3,Fair,0
751,226,3,Good,0
752,108,3,New,0
753,157,2,Good,1
754,325,2,Good,1
755,324,1,Fair,0
756,207,2,New,0
757,127,1,Poor,1
758,418,1,Fair,0
759,278,1,New,1
760,197,1,Fair,1
761,240,3,New,0
762,9,2,Good,1
763,403,1,New,1
764,300,3,Fair,0
765,19,1,New,0
766,230,1,Poor,1
767,274,3,New,0
768,402,1,New,1
769,216,3,Good,0
770,44,1,Good,0
771,275,3,Good,0
772,334,2,New,1
773,108,3,New,1
774,147,2,New,0
775,216,2,Fair,0
776,429,2,New,0
777,339,1,Good,0
778,263,1,New,0
779,78,2,New,0
780,442,1,Good,0
781,281,2,New,0
782,405,2,Good,1
783,440,3,New,1
784,99,3,Good,1
785,415,2,New,1
786,30,3,Good,1
787,274,1,Poor,0
788,374,2,Good,1
789,19,2,Poor,1
790,419,1,Fair,0
791,45,2,New,0
792,492,1,New,1
793,347,2,Good,0
794,92,2,New,1
795,119,2,Good,0
796,10,1,Good,0
797,435,1,New,1
798,309,3,New,0
799,165,2,Good,0
800,416,3,Poor,0
801,304,2,New,0
802,485,2,Good,0
803,215,3,New,0
804,67,2,New,1
805,163,1,New,0
806,290,2,New,1
807,101,2,New,0
808,71,3,New,0
809,502,2,Fair,0
810,331,1,Fair,0
811,285,2,New,0
812,269,2,New,1
813,359,3,New,0
814,61,3,New,1
815,259,3,Good,1
816,203,2,Good,0
817,164,3,Good,0
818,316,1,Fair,1
819,16,3,Good,1
820,261,2,New,0
821,216,1,Good,1
822,347,3,New,0
823,366,1,Good,1
824,122,1,New,0
825,455,1,Fair,1
826,205,2,New,0
827,101,2,New,0
828,229,1,New,1
829,411,1,New,1
830,250,3,Good,1
831,77,1,Good,0
832,18,3,Good,0
833,234,3,Good,0
834,183,1,New,0
835,480,1,New,1
836,238,3,New,0
837,282,1,New,1
838,350,2,New,0
839,239,1,New,1
840,197,1,Poor,1
841,303,1,Good,0
842,339,2,New,1
843,186,3,Fair,0
844,331,1,Fair,1
845,345,3,New,1
846,204,3,New,1
847,257,1,Good,0
848,350,1,Good,1
849,126,3,New,1
850,356,2,New,0
851,450,3,New,1
852,336,3,New,0
853,89,2,New,0
854,413,1,Fair,1
855,78,2,New,1
856,381,3,New,0
857,20,2,Poor,0
858,447,2,New,0
859,24,3,Good,1
860,182,1,Good,0
861,263,3,Good,1
862,439,3,New,0
863,338,3,New,0
864,32,1,New,1
865,52,2,Good,0
866,232,2,New,1
867,208,3,New,1
868,242,1,New,0
869,150,1,New,1
870,68,2,Fair,0
871,35,3,Good,1
872,319,1,Fair,1
873,268,1,Fair,1
874,450,1,New,1
875,154,3,Fair,1
876,474,1,Poor,0
877,64,2,Good,1
878,429,1,New,0
879,167,1,New,1
880,451,2,Good,0
881,298,1,Good,1
882,347,2,New,1
883,186,1,New,1
884,8,3,Fair,1
885,483,3,New,0
886,369,1,Good,0
887,487,3,Good,0
888,207,1,Fair,1
889,54,2,New,1
890,290,2,New,1
891,40,2,New,1
892,47,3,Fair,1
893,417,2,New,0
894,28,2,New,1
895,163,1,New,1
896,128,1,Good,0
897,16,2,Good,1
898,245,3,Good,0
899,427,2,Good,1
900,141,2,Fair,0
901,292,1,Fair,1
902,438,3,New,0
903,379,2,Fair,1
904,437,3,New,1
905,273,1,New,0
906,74,2,Good,0
907,328,2,New,0
908,308,3,Fair,0
909,443,3,Fair,1
910,44,3,New,0
911,6,3,Good,1
912,362,2,New,1
913,237,1,New,0
914,118,3,New,0
915,147,1,Good,1
916,117,1,New,0
917,32,2,Fair,1
918,348,1,New,0
919,399,1,New,0
920,47,3,Good,1
921,388,1,Fair,0
922,468,3,Good,0
923,420,1,New,1
924,54,3,New,0
925,383,1,New,0
926,79,1,New,1
927,179,3,New,0
928,465,1,New,1
929,208,3,Fair,0
930,453,3,Good,0
931,489,1,New,1
932,447,3,New,1
933,169,2,Good,1
934,183,1,Good,0
935,195,1,Poor,1
936,205,1,New,0
937,219,1,Good,0
938,275,2,New,1
939,482,2,Good,0
940,413,2,Fair,1
941,456,3,New,1
942,491,1,New,0
943,99,2,Good,0
944,27,1,Good,0
945,8,1,Poor,1
946,69,3,Poor,0
947,9,3,New,0
948,201,2,New,1
949,322,3,New,1
950,164,2,New,1
951,152,3,Fair,1
952,439,2,Fair,0
953,466,2,Good,1
954,494,2,Fair,1
955,383,3,New,1
956,314,3,New,0
957,373,3,New,1
958,130,1,Good,1
959,282,2,New,1
960,226,2,New,0
961,445,2,New,1
962,398,1,Fair,1
963,476,3,New,0
964,183,2,New,1
965,75,3,Poor,0
966,76,1,Good,0
967,306,1,New,1
968,430,3,Fair,0
969,473,3,Good,1
970,425,2,New,0
971,94,3,New,1
972,450,2,Good,0
973,314,1,New,1
974,72,3,New,1
975,390,1,New,1
976,325,3,New,0
977,413,3,New,1
978,335,3,Fair,1
979,93,2,Good,1
980,429,3,Fair,1
981,289,2,Good,1
982,359,2,Fair,0
983,68,3,New,1
984,206,3,Good,0
985,247,1,New,0
986,243,2,New,0
987,425,1,New,1
988,203,3,Good,0
989,409,2,New,0
990,108,3,New,0
991,355,3,New,1
992,401,1,New,1
993,415,2,Fair,0
994,329,1,Good,1
995,385,1,Good,1
996,433,3,Fair,0
997,117,2,Good,0
998,424,1,New,1
999,115,2,New,0
1000,386,2,Good,1
1001,277,3,New,0
1002,58,2,Good,1
1003,343,1,New,1
1004,114,2,New,0
1005,189,3,Good,0
1006,59,3,Good,0
1007,146,1,Fair,0
1008,202,2,Fair,1
1009,260,2,Poor,0
1010,137,2,Good,0
1011,467,1,New,1
1012,75,3,New,1
1013,428,3,New,1
1014,177,2,Good,1
1015,24,3,Good,1
1016,328,2,New,1
1017,484,2,Good,0
1018,465,1,Poor,1
1019,113,2,Fair,0
1020,80,3,New,0
1021,348,2,Poor,0
1022,212,2,Good,1
1023,89,1,New,1
1024,397,1,New,1
1025,151,3,New,0
1026,369,1,Good,0
1027,76,3,New,0
1028,304,1,Poor,0
1029,198,3,Fair,1
1030,222,1,New,1
1031,4,2,Poor,1
1032,306,2,New,0
1033,55,3,New,0
1034,52,2,Good,1
1035,447,3,Good,0
1036,166,3,Good,1
1037,76,2,Good,1
1038,480,1,New,0
1039,382,3,Good,0
1040,373,3,New,0
1041,122,1,Good,1
1042,97,1,Good,0
1043,11,2,Poor,1
1044,104,3,Good,0
1045,410,3,New,1
1046,250,2,New,1
1047,188,3,Good,1
1048,322,3,New,0
1049,364,2,New,1
1050,440,2,Good,1
1051,415,1,Good,0
1052,287,1,New,0
1053,146,2,New,0
1054,109,1,New,1
1055,310,2,Good,0
1056,181,1,New,0
1057,34,1,Fair,1
1058,84,2,New,0
1059,102,3,New,1
1060,444,3,New,0
1061,323,3,New,1
1062,180,2,New,1
1063,148,2,Fair,0
1064,177,3,Good,0
1065,441,1,Good,1
1066,140,2,Good,1
1067,183,3,Fair,0
1068,29,1,Good,0
1069,333,3,New,0
1070,318,1,New,1
1071,488,3,New,0
1072,381,3,New,0
1073,218,1,Good,0
1074,11,1,New,0
1075,314,3,Good,0
1076,366,3,Good,0
1077,60,1,Good,1
1078,1,3,Good,1
1079,130,2,Fair,1
1080,20,2,Fair,0
1081,396,3,New,1
1082,406,3,New,0
1083,280,2,Good,0
1084,205,3,Good,1
1085,394,1,New,1
1086,468,1,New,0
1087,3,3,New,0
1088,356,2,New,1
1089,99,2,Fair,0
1090,275,1,New,1
1091,181,3,Poor,0
1092,171,1,New,1
1093,366,3,New,0
1094,14,3,New,0
1095,319,2,Poor,0
1096,196,3,Poor,1
1097,231,1,New,1
1098,482,3,New,1
1099,458,2,Fair,0
1100,478,2,New,0
1101,176,1,New,1
1102,495,1,Fair,0
1103,79,1,Fair,0
1104,502,2,New,1
1105,257,1,Good,0
1106,79,1,Fair,1
1107,72,2,New,0
1108,358,2,Fair,1
1109,244,1,New,1
1110,281,1,Good,1
1111,418,1,New,0
1112,249,2,Fair,0
1113,457,1,New,1
1114,34,1,Good,0
1115,337,3,Fair,1
1116,472,1,Good,1
1117,353,2,Good,1
1118,116,2,Good,1
1119,183,1,Good,0
1120,161,1,Good,1
1121,416,1,New,0
1122,270,1,Good,0
1123,397,3,Good,1
1124,236,3,Fair,1
1125,12,1,Good,0
1126,139,2,Fair,1
1127,188,3,Poor,1
1128,113,2,Good,0
1129,320,2,Fair,1
1130,470,3,Good,0
1131,196,3,New,1
1132,102,3,New,1
1133,142,2,New,0
1134,468,3,New,1
1135,134,3,New,0
1136,141,2,Good,1
1137,277,1,New,1
1138,388,3,New,0
1139,53,3,New,1
1140,271,3,New,0
1141,80,3,Good,0
1142,246,1,Fair,0
1143,184,2,New,1
1144,376,1,New,0
1145,16,3,Fair,0
1146,400,2,Good,1
1147,363,3,Good,0
1148,153,3,Fair,1
1149,70,3,Good,0
1150,171,1,Good,1
1151,347,3,Fair,0
1152,483,2,Good,1
1153,7,2,New,0
1154,200,2,Good,1
1155,148,2,Good,1
1156,139,2,Good,0
1157,136,3,Poor,1
1158,191,2,Good,1
1159,10,1,Good,1
1160,154,1,Good,0
1161,46,1,New,0
1162,201,1,New,0
1163,361,2,Good,1
1164,333,2,Fair,1
1165,220,2,New,0
1166,352,2,Fair,0
1167,99,2,New,1
1168,103,2,New,1
1169,199,2,New,0
1170,384,1,Fair,0
1171,155,3,Good,1
1172,304,2,Good,0
1173,173,1,New,1
1174,214,2,Good,0
1175,134,3,Fair,1
1176,424,3,New,1
1177,492,1,New,1
1178,452,1,New,0
1179,254,2,Good,0
1180,61,1,New,1
1181,306,2,Good,0
1182,84,2,Good,0
1183,290,2,New,0
1184,351,2,Good,1
1185,72,1,New,1
1186,57,2,Fair,1
1187,77,1,Good,1
1188,102,2,New,0
1189,209,1,Good,1
1190,156,3,Fair,0
1191,7,2,New,1
1192,337,1,New,0
1193,303,3,New,0
1194,477,1,New,1
1195,457,1,Good,0
1196,358,2,Good,1
1197,139,3,New,1
1198,460,2,New,0
1199,499,2,New,0
1200,380,1,New,0
1201,112,3,Good,0
1202,409,2,New,1
1203,481,3,New,0
1204,257,1,New,1
1205,412,1,New,0
1206,317,3,Good,0
1207,206,2,New,0
1208,348,2,Poor,1
1209,32,1,New,1
1210,67,3,Fair,1
1211,209,1,New,0
1212,141,1,Fair,1
1213,438,3,New,1
1214,373,2,Fair,0
1215,8,3,New,1
1216,458,3,Fair,0
1217,26,1,Poor,1
1218,45,3,Good,0
1219,40,1,Fair,0
1220,461,1,New,1
1221,498,3,New,0
1222,429,2,New,1
1223,370,1,Fair,0
1224,184,3,Good,0
1225,349,1,Good,1
1226,175,3,New,1
1227,4,2,Good,0
1228,454,2,Good,0
1229,440,3,New,1
1230,345,1,New,1
1231,31,2,Fair,0
1232,289,1,Good,0
1233,330,1,Poor,0
1234,251,2,Good,0
1235,72,3,New,1
1236,289,3,Fair,0
1237,453,1,Good,1
1238,425,3,New,0
1239,293,3,Good,0
1240,182,2,New,1
1241,328,3,New,1
1242,351,3,Good,0
1243,38,3,New,1
1244,195,1,Good,1
1245,376,2,Fair,0
1246,496,2,New,1
1247,492,3,New,1
1248,185,2,Good,0
1249,169,1,New,0
1250,250,1,New,0
1251,468,1,Good,1
1252,180,1,Good,0
1253,259,2,Good,0
1254,378,1,Poor,0
1255,302,2,Fair,0
1256,494,3,Good,0
1257,160,3,New,1
1258,110,2,Poor,1
1259,380,2,Good,0
1260,79,3,Good,1
1261,474,1,New,1
1262,267,1,Fair,0
1263,316,3,Fair,0
1264,248,1,New,0
1265,332,2,New,0
1266,75,3,New,0
1267,351,3,Good,0
1268,453,3,New,1
1269,417,1,New,0
1270,405,2,Good,0
1271,227,2,New,1
1272,452,3,Fair,1
1273,255,2,Fair,0
