student_id,copy_id,loan_date,due_date,return_date,fine_amount
212,811,2025-10-16,2025-10-30,2025-10-25,0.0
798,771,2024-07-03,2024-07-17,2024-07-16,0.0
443,1244,2024-05-11,2024-05-25,,0.0
533,1040,2025-08-06,2025-08-20,2025-08-06,0.0
920,1058,2024-09-27,2024-10-11,2024-10-08,0.0
249,548,2024-07-31,2024-08-14,2024-08-19,5.0
866,1035,2024-04-08,2024-04-22,2024-04-22,0.0
84,1326,2025-07-14,2025-07-28,,0.0
108,1348,2026-01-02,2026-01-16,2026-01-13,0.0
594,714,2026-02-26,2026-03-12,2026-03-11,0.0
871,958,2025-11-10,2025-11-24,2025-11-20,0.0
428,1314,2024-12-27,2025-01-10,2025-01-12,2.0
924,629,2025-05-20,2025-06-03,2025-05-25,0.0
66,866,2025-11-25,2025-12-09,,0.0
427,412,2025-09-04,2025-09-18,,0.0
232,4,2024-09-09,2024-09-23,2024-09-27,4.0
554,855,2025-04-22,2025-05-06,2025-04-25,0.0
217,357,2025-03-06,2025-03-20,2025-03-28,8.0
369,572,2025-06-17,2025-07-01,2025-07-09,8.0
188,742,2026-02-08,2026-02-22,,0.0
802,84,2025-03-11,2025-03-25,2025-04-08,14.0
709,831,2024-09-23,2024-10-07,2024-10-09,2.0
384,594,2025-10-03,2025-10-17,,0.0
15,893,2025-06-04,2025-06-18,2025-06-07,0.0
494,85,2025-02-15,2025-03-01,2025-03-03,2.0
10,404,2025-01-19,2025-02-02,,0.0
125,1269,2024-11-12,2024-11-26,2024-11-28,2.0
781,696,2025-10-18,2025-11-01,2025-11-15,14.0
785,638,2025-05-29,2025-06-12,2025-06-15,3.0
877,284,2024-07-18,2024-08-01,2024-07-23,0.0
67,408,2025-12-20,2026-01-03,2025-12-24,0.0
360,541,2026-01-06,2026-01-20,2026-01-06,0.0
372,1029,2025-09-14,2025-09-28,2025-09-27,0.0
518,545,2025-07-25,2025-08-08,2025-08-16,8.0
632,1234,2025-08-09,2025-08-23,2025-08-18,0.0
331,1387,2024-07-04,2024-07-18,,0.0
653,397,2025-10-03,2025-10-17,2025-10-12,0.0
756,1068,2025-06-23,2025-07-07,,0.0
461,187,2024-06-20,2024-07-04,,0.0
924,666,2025-05-03,2025-05-17,2025-05-23,6.0
68,736,2024-06-10,2024-06-24,2024-06-12,0.0
330,639,2024-09-17,2024-10-01,2024-10-07,6.0
253,1419,2025-10-20,2025-11-03,2025-10-29,0.0
135,720,2025-04-10,2025-04-24,2025-05-04,10.0
252,481,2024-03-29,2024-04-12,2024-04-14,2.0
746,190,2024-05-07,2024-05-21,2024-05-29,8.0
719,393,2026-01-09,2026-01-23,2026-01-29,6.0
642,929,2025-06-02,2025-06-16,2025-06-12,0.0
544,685,2025-06-25,2025-07-09,2025-07-14,5.0
264,1155,2025-10-12,2025-10-26,2025-10-17,0.0
267,459,2025-10-09,2025-10-23,2025-10-10,0.0
453,847,2025-06-01,2025-06-15,,0.0
539,543,2024-09-09,2024-09-23,,0.0
499,698,2025-09-02,2025-09-16,2025-09-28,12.0
91,717,2025-02-17,2025-03-03,,0.0
589,403,2024-10-17,2024-10-31,2024-10-22,0.0
762,1138,2026-01-16,2026-01-30,2026-01-28,0.0
988,59,2024-04-23,2024-05-07,2024-05-06,0.0
843,336,2025-08-09,2025-08-23,,0.0
659,426,2024-11-12,2024-11-26,2024-12-03,7.0
719,801,2026-02-07,2026-02-21,,0.0
536,1235,2025-06-24,2025-07-08,2025-07-03,0.0
844,872,2025-08-14,2025-08-28,2025-08-23,0.0
705,47,2024-07-04,2024-07-18,2024-07-11,0.0
467,1004,2024-04-22,2024-05-06,2024-04-26,0.0
881,1202,2024-06-16,2024-06-30,2024-07-10,10.0
872,1329,2025-01-24,2025-02-07,2025-02-13,6.0
183,22,2025-01-17,2025-01-31,2025-01-30,0.0
492,130,2025-07-13,2025-07-27,2025-08-09,13.0
508,1469,2025-09-11,2025-09-25,2025-09-14,0.0
420,226,2024-07-02,2024-07-16,,0.0
430,1391,2025-07-19,2025-08-02,2025-07-20,0.0
846,1458,2025-02-09,2025-02-23,,0.0
261,1389,2024-06-16,2024-06-30,2024-07-05,5.0
116,883,2024-04-27,2024-05-11,2024-05-12,1.0
180,645,2025-06-15,2025-06-29,2025-07-10,11.0
653,998,2025-11-13,2025-11-27,,0.0
403,855,2025-08-30,2025-09-13,2025-09-18,5.0
856,585,2025-05-01,2025-05-15,2025-05-29,14.0
632,603,2024-11-16,2024-11-30,2024-11-30,0.0
320,570,2025-06-20,2025-07-04,2025-07-17,13.0
653,275,2024-04-01,2024-04-15,2024-04-19,4.0
455,516,2026-01-06,2026-01-20,2026-02-01,12.0
565,1162,2024-11-12,2024-11-26,2024-12-08,12.0
183,313,2025-06-08,2025-06-22,2025-06-27,5.0
270,4,2024-06-30,2024-07-14,,0.0
972,1111,2024-04-03,2024-04-17,2024-04-24,7.0
170,403,2026-01-20,2026-02-03,2026-02-07,4.0
685,472,2025-12-11,2025-12-25,,0.0
197,523,2025-04-16,2025-04-30,,0.0
249,1140,2024-09-17,2024-10-01,2024-10-13,12.0
614,430,2024-03-29,2024-04-12,,0.0
191,1243,2025-06-15,2025-06-29,2025-06-19,0.0
586,267,2024-07-24,2024-08-07,,0.0
755,522,2025-12-20,2026-01-03,2026-01-01,0.0
359,124,2025-07-16,2025-07-30,2025-08-09,10.0
844,515,2024-05-10,2024-05-24,2024-05-20,0.0
245,1088,2025-03-15,2025-03-29,2025-03-23,0.0
660,137,2024-07-11,2024-07-25,2024-07-13,0.0
911,1016,2025-10-12,2025-10-26,2025-11-07,12.0
249,1253,2025-06-26,2025-07-10,2025-06-27,0.0
626,892,2025-06-01,2025-06-15,2025-06-01,0.0
815,1053,2025-11-15,2025-11-29,2025-11-27,0.0
410,196,2024-05-12,2024-05-26,2024-05-26,0.0
484,1085,2026-01-13,2026-01-27,2026-02-03,7.0
78,134,2025-11-26,2025-12-10,2025-12-22,12.0
903,215,2024-06-26,2024-07-10,2024-07-09,0.0
402,792,2024-07-23,2024-08-06,2024-08-01,0.0
287,436,2025-12-10,2025-12-24,2025-12-30,6.0
241,679,2024-09-17,2024-10-01,2024-10-13,12.0
61,21,2025-07-11,2025-07-25,2025-08-07,13.0
610,712,2025-12-29,2026-01-12,2026-01-17,5.0
71,1491,2025-02-11,2025-02-25,2025-03-01,4.0
708,1392,2025-02-25,2025-03-11,2025-03-06,0.0
660,522,2025-04-26,2025-05-10,2025-05-03,0.0
541,761,2025-01-22,2025-02-05,2025-02-17,12.0
14,1219,2026-01-19,2026-02-02,,0.0
864,1183,2024-08-21,2024-09-04,2024-08-31,0.0
779,487,2024-12-03,2024-12-17,,0.0
467,1025,2024-12-23,2025-01-06,,0.0
321,64,2024-08-24,2024-09-07,2024-09-21,14.0
710,195,2025-04-03,2025-04-17,,0.0
845,687,2024-11-21,2024-12-05,2024-12-06,1.0
959,654,2025-01-26,2025-02-09,2025-02-22,13.0
799,1067,2025-05-20,2025-06-03,2025-05-28,0.0
844,482,2025-07-10,2025-07-24,,0.0
314,1438,2024-03-31,2024-04-14,2024-04-17,3.0
652,1058,2024-11-25,2024-12-09,2024-12-18,9.0
641,1297,2024-10-26,2024-11-09,2024-11-17,8.0
803,1317,2025-10-31,2025-11-14,2025-11-07,0.0
210,658,2024-07-15,2024-07-29,,0.0
261,726,2025-06-22,2025-07-06,2025-06-23,0.0
10,533,2026-01-03,2026-01-17,,0.0
11,930,2024-06-22,2024-07-06,2024-07-20,14.0
482,1282,2025-01-26,2025-02-09,2025-02-19,10.0
175,1489,2025-06-25,2025-07-09,2025-07-03,0.0
887,885,2024-03-24,2024-04-07,2024-04-05,0.0
250,798,2025-01-16,2025-01-30,,0.0
42,1081,2024-05-02,2024-05-16,,0.0
739,1190,2025-01-28,2025-02-11,2025-02-14,3.0
601,555,2024-07-27,2024-08-10,2024-08-21,11.0
621,1461,2024-05-18,2024-06-01,2024-06-11,10.0
185,403,2024-11-27,2024-12-11,2024-12-22,11.0
986,876,2025-08-19,2025-09-02,,0.0
435,863,2025-07-28,2025-08-11,2025-08-10,0.0
45,798,2025-03-04,2025-03-18,,0.0
971,1100,2025-03-21,2025-04-04,2025-04-11,7.0
579,666,2024-12-13,2024-12-27,2024-12-29,2.0
450,1485,2024-08-20,2024-09-03,,0.0
773,736,2026-01-03,2026-01-17,2026-01-17,0.0
234,134,2026-01-15,2026-01-29,,0.0
267,1380,2025-09-30,2025-10-14,2025-10-25,11.0
850,1241,2025-08-30,2025-09-13,2025-08-31,0.0
552,983,2024-12-27,2025-01-10,2025-01-12,2.0
732,449,2024-07-04,2024-07-18,2024-07-26,8.0
102,492,2024-06-17,2024-07-01,2024-06-26,0.0
223,808,2026-02-25,2026-03-11,2026-02-28,0.0
732,499,2024-09-28,2024-10-12,2024-10-07,0.0
965,1125,2025-10-02,2025-10-16,2025-10-30,14.0
672,957,2024-07-31,2024-08-14,2024-08-17,3.0
786,408,2025-03-19,2025-04-02,2025-03-28,0.0
654,331,2025-04-20,2025-05-04,2025-05-13,9.0
977,1442,2024-10-25,2024-11-08,2024-11-07,0.0
357,177,2024-08-22,2024-09-05,2024-08-26,0.0
468,1469,2025-07-03,2025-07-17,2025-07-15,0.0
632,923,2025-07-25,2025-08-08,2025-07-30,0.0
522,223,2024-06-30,2024-07-14,2024-07-07,0.0
535,421,2025-10-06,2025-10-20,2025-10-12,0.0
338,46,2025-07-30,2025-08-13,2025-08-23,10.0
551,167,2026-01-08,2026-01-22,2026-01-08,0.0
846,1153,2024-08-28,2024-09-11,2024-09-25,14.0
716,1122,2026-02-08,2026-02-22,2026-03-08,14.0
737,848,2025-11-14,2025-11-28,,0.0
544,1278,2024-10-05,2024-10-19,2024-10-08,0.0
817,742,2024-05-24,2024-06-07,2024-06-02,0.0
433,1296,2024-03-09,2024-03-23,,0.0
247,1261,2024-09-19,2024-10-03,2024-09-19,0.0
530,618,2024-12-15,2024-12-29,,0.0
31,404,2024-11-24,2024-12-08,2024-12-09,1.0
787,1052,2025-08-17,2025-08-31,2025-09-01,1.0
814,615,2025-03-28,2025-04-11,2025-04-22,11.0
200,518,2025-10-17,2025-10-31,2025-10-28,0.0
834,69,2025-06-14,2025-06-28,2025-07-08,10.0
464,1364,2024-06-30,2024-07-14,2024-07-18,4.0
594,1199,2025-12-10,2025-12-24,2025-12-14,0.0
16,823,2026-02-19,2026-03-05,2026-03-11,6.0
260,555,2024-11-04,2024-11-18,2024-11-08,0.0
57,1305,2024-07-24,2024-08-07,2024-08-15,8.0
528,1081,2024-03-27,2024-04-10,2024-03-30,0.0
541,240,2025-02-17,2025-03-03,2025-02-27,0.0
807,703,2024-08-16,2024-08-30,2024-09-03,4.0
804,830,2024-08-02,2024-08-16,,0.0
300,767,2025-03-23,2025-04-06,2025-03-27,0.0
365,358,2024-11-16,2024-11-30,,0.0
760,103,2024-11-15,2024-11-29,2024-12-10,11.0
787,645,2025-02-10,2025-02-24,2025-02-13,0.0
326,485,2024-09-10,2024-09-24,2024-09-18,0.0
146,205,2025-10-01,2025-10-15,,0.0
836,497,2024-12-15,2024-12-29,2025-01-09,11.0
851,482,2025-08-17,2025-08-31,2025-08-19,0.0
950,1362,2025-05-09,2025-05-23,2025-06-03,11.0
38,1099,2025-12-28,2026-01-11,2026-01-19,8.0
419,1388,2025-08-04,2025-08-18,2025-08-23,5.0
269,541,2024-06-22,2024-07-06,,0.0
215,1265,2026-02-17,2026-03-03,2026-02-27,0.0
39,1152,2026-02-02,2026-02-16,2026-02-18,2.0
584,1391,2025-11-07,2025-11-21,,0.0
78,217,2024-12-01,2024-12-15,,0.0
860,1,2024-06-08,2024-06-22,2024-06-09,0.0
385,1321,2025-12-15,2025-12-29,,0.0
802,135,2025-10-17,2025-10-31,2025-10-27,0.0
58,144,2024-07-16,2024-07-30,2024-07-25,0.0
878,1324,2025-11-12,2025-11-26,,0.0
366,972,2025-02-22,2025-03-08,2025-03-01,0.0
328,304,2025-06-06,2025-06-20,2025-06-06,0.0
645,321,2024-07-08,2024-07-22,2024-07-13,0.0
20,1328,2024-06-18,2024-07-02,2024-07-12,10.0
459,1439,2025-07-31,2025-08-14,,0.0
35,339,2024-08-18,2024-09-01,2024-08-23,0.0
327,636,2025-03-15,2025-03-29,2025-03-30,1.0
530,1460,2024-03-08,2024-03-22,2024-03-31,9.0
2,1000,2025-08-04,2025-08-18,2025-08-15,0.0
26,233,2024-05-01,2024-05-15,2024-05-15,0.0
211,56,2024-12-08,2024-12-22,2024-12-15,0.0
450,708,2025-01-04,2025-01-18,2025-01-28,10.0
110,1440,2025-09-10,2025-09-24,2025-09-22,0.0
136,938,2024-08-26,2024-09-09,2024-09-17,8.0
995,1217,2025-11-02,2025-11-16,,0.0
610,560,2025-08-15,2025-08-29,,0.0
542,179,2024-12-11,2024-12-25,2024-12-16,0.0
177,1236,2024-12-13,2024-12-27,2024-12-13,0.0
412,799,2026-01-08,2026-01-22,2026-01-28,6.0
95,466,2024-05-11,2024-05-25,2024-05-12,0.0
588,726,2024-08-23,2024-09-06,,0.0
921,676,2024-08-22,2024-09-05,2024-08-31,0.0
622,642,2024-10-13,2024-10-27,,0.0
523,1257,2024-08-29,2024-09-12,2024-09-10,0.0
891,404,2024-09-12,2024-09-26,2024-10-03,7.0
732,633,2024-04-21,2024-05-05,2024-04-28,0.0
387,566,2025-08-02,2025-08-16,,0.0
731,1326,2025-11-11,2025-11-25,2025-12-02,7.0
284,255,2025-08-04,2025-08-18,2025-08-04,0.0
449,843,2025-06-16,2025-06-30,,0.0
189,1308,2025-08-20,2025-09-03,,0.0
39,1363,2024-10-15,2024-10-29,2024-11-04,6.0
93,214,2025-05-14,2025-05-28,2025-05-16,0.0
307,1041,2025-12-24,2026-01-07,2026-01-21,14.0
360,686,2025-01-08,2025-01-22,2025-01-14,0.0
501,1265,2025-03-31,2025-04-14,,0.0
802,387,2025-11-02,2025-11-16,2025-11-15,0.0
284,290,2024-11-30,2024-12-14,2024-12-23,9.0
332,801,2025-11-12,2025-11-26,2025-11-12,0.0
981,508,2025-11-26,2025-12-10,2025-12-03,0.0
89,1016,2024-10-27,2024-11-10,2024-11-20,10.0
760,747,2024-03-25,2024-04-08,2024-04-15,7.0
181,146,2024-04-17,2024-05-01,2024-04-26,0.0
533,227,2024-12-22,2025-01-05,,0.0
174,861,2025-02-16,2025-03-02,2025-03-13,11.0
108,293,2024-08-23,2024-09-06,2024-09-09,3.0
877,1079,2024-06-23,2024-07-07,,0.0
927,560,2026-02-19,2026-03-05,2026-02-20,0.0
613,854,2024-03-17,2024-03-31,2024-04-08,8.0
548,349,2026-02-12,2026-02-26,2026-02-15,0.0
800,708,2024-09-19,2024-10-03,2024-10-09,6.0
684,369,2024-07-22,2024-08-05,2024-08-02,0.0
983,775,2026-01-23,2026-02-06,,0.0
365,698,2025-09-19,2025-10-03,2025-10-13,10.0
970,1472,2024-11-07,2024-11-21,2024-11-16,0.0
387,1070,2025-10-03,2025-10-17,2025-10-18,1.0
3,1415,2026-01-16,2026-01-30,2026-01-25,0.0
88,165,2024-06-15,2024-06-29,2024-07-03,4.0
260,702,2024-10-18,2024-11-01,2024-10-18,0.0
806,1372,2026-02-10,2026-02-24,2026-02-27,3.0
555,1122,2025-01-04,2025-01-18,2025-01-22,4.0
871,780,2025-04-15,2025-04-29,2025-05-03,4.0
984,822,2025-06-08,2025-06-22,,0.0
86,77,2024-07-01,2024-07-15,2024-07-25,10.0
538,1182,2024-12-11,2024-12-25,2024-12-23,0.0
19,319,2025-05-31,2025-06-14,2025-06-14,0.0
174,970,2024-05-01,2024-05-15,2024-05-09,0.0
906,512,2025-07-02,2025-07-16,,0.0
630,661,2025-09-23,2025-10-07,2025-09-29,0.0
381,881,2024-03-17,2024-03-31,2024-03-29,0.0
924,1440,2024-12-26,2025-01-09,2025-01-17,8.0
951,1446,2025-04-11,2025-04-25,,0.0
620,155,2025-11-15,2025-11-29,,0.0
53,568,2024-08-07,2024-08-21,2024-08-09,0.0
492,466,2025-08-18,2025-09-01,2025-09-06,5.0
496,574,2024-08-08,2024-08-22,2024-08-17,0.0
233,306,2025-07-21,2025-08-04,2025-08-06,2.0
546,1055,2024-05-11,2024-05-25,2024-06-03,9.0
974,1288,2025-03-20,2025-04-03,2025-04-08,5.0
490,447,2024-03-19,2024-04-02,2024-04-09,7.0
377,62,2025-03-25,2025-04-08,2025-04-20,12.0
321,1043,2025-09-17,2025-10-01,2025-10-15,14.0
776,786,2025-07-18,2025-08-01,2025-08-03,2.0
817,723,2026-01-04,2026-01-18,2026-01-04,0.0
539,381,2024-11-16,2024-11-30,2024-11-26,0.0
137,1446,2025-09-03,2025-09-17,2025-09-21,4.0
932,1284,2025-07-15,2025-07-29,2025-07-19,0.0
5,701,2026-02-07,2026-02-21,2026-02-25,4.0
742,1420,2024-05-07,2024-05-21,2024-05-10,0.0
914,1172,2024-09-28,2024-10-12,2024-10-09,0.0
997,8,2025-11-21,2025-12-05,2025-12-18,13.0
937,3,2024-09-27,2024-10-11,2024-10-18,7.0
525,32,2024-07-27,2024-08-10,,0.0
874,1369,2025-08-15,2025-08-29,,0.0
425,726,2025-07-11,2025-07-25,2025-08-07,13.0
930,1431,2025-08-29,2025-09-12,,0.0
585,236,2024-09-18,2024-10-02,,0.0
785,787,2024-10-28,2024-11-11,2024-11-22,11.0
136,804,2025-08-22,2025-09-05,2025-08-23,0.0
899,1306,2025-11-25,2025-12-09,2025-12-22,13.0
618,1421,2025-03-23,2025-04-06,2025-03-24,0.0
909,67,2025-10-12,2025-10-26,2025-10-25,0.0
21,1445,2025-01-16,2025-01-30,,0.0
543,723,2025-04-18,2025-05-02,2025-05-02,0.0
738,19,2025-02-09,2025-02-23,2025-03-08,13.0
171,161,2025-09-14,2025-09-28,2025-10-11,13.0
392,233,2024-11-29,2024-12-13,,0.0
334,457,2025-07-22,2025-08-05,2025-08-06,1.0
835,958,2024-07-13,2024-07-27,2024-07-19,0.0
749,894,2024-07-06,2024-07-20,2024-08-02,13.0
345,1455,2024-12-06,2024-12-20,,0.0
376,1343,2026-02-02,2026-02-16,2026-02-26,10.0
980,772,2024-08-12,2024-08-26,,0.0
201,999,2025-07-04,2025-07-18,2025-07-10,0.0
882,560,2026-02-22,2026-03-08,2026-03-04,0.0
999,259,2025-04-15,2025-04-29,2025-04-25,0.0
523,1375,2025-12-20,2026-01-03,2026-01-08,5.0
606,1413,2025-05-08,2025-05-22,2025-05-12,0.0
91,978,2025-07-11,2025-07-25,,0.0
206,793,2025-04-16,2025-04-30,2025-05-04,4.0
487,511,2025-05-26,2025-06-09,2025-06-14,5.0
950,1403,2025-10-18,2025-11-01,2025-11-02,1.0
592,241,2024-07-13,2024-07-27,2024-07-31,4.0
999,287,2024-04-18,2024-05-02,,0.0
294,664,2024-10-23,2024-11-06,2024-11-15,9.0
580,591,2024-10-15,2024-10-29,2024-10-17,0.0
636,756,2025-07-10,2025-07-24,,0.0
882,561,2025-01-10,2025-01-24,2025-01-31,7.0
300,1481,2025-06-01,2025-06-15,,0.0
964,993,2025-11-16,2025-11-30,2025-12-04,4.0
